"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:08:49,4247820","GPU-Z.exe","1748","CreateFile","C:\ProgramData\Oracle\Java\javapath\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4249619","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4251484","GPU-Z.exe","1748","CreateFile","C:\Windows\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4254241","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\wbem\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4257405","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4261632","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\AMD\ATI.ACE\Core-Static\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4262672","GPU-Z.exe","1748","CreateFile","C:\program files (x86)\ati technologies\ati.ace\core-static\amdoclsc.DLL","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4267658","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\Microsoft SQL Server\100\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4272565","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\100\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4277467","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\100\DTS\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4280807","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4285854","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\110\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4594088","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\atigktxx.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4595918","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,4596269","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS","CreationTime: 04.08.2015 6:42:44, LastAccessTime: 27.08.2015 10:52:54, LastWriteTime: 04.08.2015 6:42:44, ChangeTime: 05.10.2015 12:00:52, FileAttributes: A"
"15:08:49,4596480","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS",""
"15:08:49,4597625","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,4597976","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\atigktxx.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,4599490","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,4600324","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS",""
"15:08:49,4680937","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\atigktxx.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4682736","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,4683070","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS","CreationTime: 04.08.2015 6:42:44, LastAccessTime: 27.08.2015 10:52:54, LastWriteTime: 04.08.2015 6:42:44, ChangeTime: 05.10.2015 12:00:52, FileAttributes: A"
"15:08:49,4683280","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS",""
"15:08:49,4684408","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,4684755","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\atigktxx.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,4686168","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,4686958","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\atigktxx.dll","SUCCESS",""
"15:08:49,5693806","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","Desired Access: Read Data/List Directory, Write Data/Add File, Write EA, Write Attributes, Read Control, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,5694272","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","AllocationSize: 663 552, EndOfFile: 660 928, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:49,5694495","GPU-Z.exe","1748","CloseFile","C:\Windows\System32\atiapfxx.blb","SUCCESS",""
"15:08:49,5699437","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","Desired Access: Read Data/List Directory, Write Data/Add File, Write EA, Write Attributes, Read Control, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,5699828","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","AllocationSize: 663 552, EndOfFile: 660 928, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:49,5700113","GPU-Z.exe","1748","ReadFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","Offset: 0, Length: 660 928, Priority: Normal"
"15:08:49,5702106","GPU-Z.exe","1748","CloseFile","C:\Windows\System32\atiapfxx.blb","SUCCESS",""
"15:08:49,5776982","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\ATI\ACE\APL\User.blb","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"15:08:49,5790851","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\cal.ini","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a"
"15:08:49,6105343","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\GPU-Z.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,6105712","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Program Files (x86)\GPU-Z\GPU-Z.exe","SUCCESS","CreationTime: 19.08.2015 12:33:32, LastAccessTime: 19.08.2015 12:33:32, LastWriteTime: 06.11.2015 12:09:54, ChangeTime: 06.11.2015 12:09:54, FileAttributes: A"
"15:08:49,6105927","GPU-Z.exe","1748","CloseFile","C:\Program Files (x86)\GPU-Z\GPU-Z.exe","SUCCESS",""
"15:08:49,6107998","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\GPU-Z.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,6108292","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Program Files (x86)\GPU-Z\GPU-Z.exe","SUCCESS","CreationTime: 19.08.2015 12:33:32, LastAccessTime: 19.08.2015 12:33:32, LastWriteTime: 06.11.2015 12:09:54, ChangeTime: 06.11.2015 12:09:54, FileAttributes: A"
"15:08:49,6108490","GPU-Z.exe","1748","CloseFile","C:\Program Files (x86)\GPU-Z\GPU-Z.exe","SUCCESS",""
"15:08:49,6804721","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\atiumdva.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,6806688","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\atiumdva.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,6807056","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\atiumdva.dll","SUCCESS","CreationTime: 04.08.2015 11:28:12, LastAccessTime: 27.08.2015 10:53:00, LastWriteTime: 04.08.2015 11:28:12, ChangeTime: 05.10.2015 12:00:09, FileAttributes: A"
"15:08:49,6807285","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\atiumdva.dll","SUCCESS",""
"15:08:49,6808487","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\atiumdva.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,6808891","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\atiumdva.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,6823366","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\atiumdva.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,6824560","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\atiumdva.dll","SUCCESS",""
"15:08:49,6827369","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\POWRPROF.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,6829269","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\powrprof.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,6830208","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\powrprof.dll","SUCCESS","CreationTime: 14.07.2009 4:16:37, LastAccessTime: 14.07.2009 4:16:37, LastWriteTime: 14.07.2009 6:16:12, ChangeTime: 19.08.2015 17:08:00, FileAttributes: A"
"15:08:49,6830621","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\powrprof.dll","SUCCESS",""
"15:08:49,6831854","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\powrprof.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,6832943","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\powrprof.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,6834163","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\powrprof.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,6835747","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\powrprof.dll","SUCCESS",""
"15:08:49,8095106","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Temp\OCL1748T0","SUCCESS","Desired Access: Generic Read/Write, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Created"
"15:08:49,8097147","GPU-Z.exe","1748","QueryInformationVolume","C:\Users\Admin\AppData\Local\Temp\OCL1748T0","SUCCESS","VolumeCreationTime: 19.08.2015 17:05:03, VolumeSerialNumber: 9249-E26C, SupportsObjects: True, VolumeLabel: "
"15:08:49,8097384","GPU-Z.exe","1748","QueryAllInformationFile","C:\Users\Admin\AppData\Local\Temp\OCL1748T0","BUFFER OVERFLOW","CreationTime: 18.11.2015 15:08:49, LastAccessTime: 18.11.2015 15:08:49, LastWriteTime: 18.11.2015 15:08:49, ChangeTime: 18.11.2015 15:08:49, FileAttributes: ANCI, AllocationSize: 0, EndOfFile: 0, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x4000000013bbd, EaSize: 0, Access: Generic Read/Write, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
"15:08:49,8099469","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,8100325","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS","CreationTime: 21.11.2010 8:24:01, LastAccessTime: 21.11.2010 8:24:01, LastWriteTime: 21.11.2010 8:24:01, ChangeTime: 19.08.2015 17:08:03, FileAttributes: A"
"15:08:49,8100535","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS",""
"15:08:49,8101729","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,8102730","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\tzres.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,8102914","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS","AllocationSize: 4 096, EndOfFile: 2 048, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:49,8103296","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\tzres.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,8103783","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS",""
"15:08:49,8106166","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,8106996","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS","CreationTime: 21.11.2010 8:24:01, LastAccessTime: 21.11.2010 8:24:01, LastWriteTime: 21.11.2010 8:24:01, ChangeTime: 19.08.2015 17:08:03, FileAttributes: A"
"15:08:49,8107198","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS",""
"15:08:49,8108356","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,8109230","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\tzres.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,8109405","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS","AllocationSize: 4 096, EndOfFile: 2 048, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:49,8109770","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\tzres.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,8110195","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\tzres.dll","SUCCESS",""
"15:08:49,8116305","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Temp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,8116594","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Users\Admin\AppData\Local\Temp","SUCCESS","CreationTime: 19.08.2015 11:20:50, LastAccessTime: 18.11.2015 15:08:49, LastWriteTime: 18.11.2015 15:08:49, ChangeTime: 18.11.2015 15:08:49, FileAttributes: DNCI"
"15:08:49,8116796","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local\Temp","SUCCESS",""
"15:08:49,8117951","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Temp\OCLEA72.tmp","SUCCESS","Desired Access: Generic Read, Disposition: Create, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: None, AllocationSize: 0, OpenResult: Created"
"15:08:49,8120158","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local\Temp\OCLEA72.tmp","SUCCESS",""
"15:08:49,8121967","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Temp\OCLEA72.tmp.cl","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Created"
"15:08:49,8123744","GPU-Z.exe","1748","WriteFile","C:\Users\Admin\AppData\Local\Temp\OCLEA72.tmp.cl","SUCCESS","Offset: 0, Length: 3 278, Priority: Normal"
"15:08:49,8124881","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local\Temp\OCLEA72.tmp.cl","SUCCESS",""
"15:08:49,8129103","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Temp\OCLEA72.tmp.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Created"
