"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:08:48,4333927","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\devobj.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4335085","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4336134","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4336415","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4336709","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","IndexNumber: 0x1000000009cfe"
"15:08:48,4337030","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\winmm.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4337258","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","AllocationSize: 196 608, EndOfFile: 194 048, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4337877","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\winmm.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4339198","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\version.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4340216","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\version.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4340471","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\version.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4340717","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\version.dll","SUCCESS","IndexNumber: 0x1000000009ca2"
"15:08:48,4340980","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\version.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4341177","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\version.dll","SUCCESS","AllocationSize: 24 576, EndOfFile: 21 504, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4341590","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\version.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4342771","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\dbghelp.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4343749","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\dbghelp.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4343991","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\dbghelp.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4344215","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\dbghelp.dll","SUCCESS","IndexNumber: 0x1000000009628"
"15:08:48,4344434","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\dbghelp.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4344627","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\dbghelp.dll","SUCCESS","AllocationSize: 856 064, EndOfFile: 854 016, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4345027","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\dbghelp.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4346216","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\netapi32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4347199","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\netapi32.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4347449","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\netapi32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4347656","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\netapi32.dll","SUCCESS","IndexNumber: 0x10000000099b9"
"15:08:48,4347884","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\netapi32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4348068","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\netapi32.dll","SUCCESS","AllocationSize: 57 344, EndOfFile: 56 832, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4348498","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\netapi32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4349740","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\netutils.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4350772","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\netutils.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4351048","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\netutils.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4351290","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\netutils.dll","SUCCESS","IndexNumber: 0x10000000099d4"
"15:08:48,4351518","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\netutils.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4351742","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\netutils.dll","SUCCESS","AllocationSize: 24 576, EndOfFile: 22 528, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4352216","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\netutils.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4353611","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\srvcli.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4354665","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\srvcli.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4354897","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\srvcli.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4355117","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\srvcli.dll","SUCCESS","IndexNumber: 0x1000000009bec"
"15:08:48,4355336","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\srvcli.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4355525","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\srvcli.dll","SUCCESS","AllocationSize: 90 112, EndOfFile: 90 112, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4355929","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\srvcli.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4357184","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\wkscli.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4358150","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\wkscli.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4358395","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\wkscli.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4358610","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\wkscli.dll","SUCCESS","IndexNumber: 0x1000000009d19"
"15:08:48,4358830","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\wkscli.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4359019","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\wkscli.dll","SUCCESS","AllocationSize: 49 152, EndOfFile: 47 104, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4359444","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\wkscli.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4360625","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\wintrust.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4361582","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\wintrust.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4361819","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\wintrust.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4362029","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\wintrust.dll","SUCCESS","IndexNumber: 0x1000000009d15"
"15:08:48,4362310","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\wintrust.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4362539","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\wintrust.dll","SUCCESS","AllocationSize: 172 032, EndOfFile: 172 032, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4362991","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\wintrust.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4364263","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\oleacc.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4365286","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\oleacc.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4365567","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\oleacc.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4365852","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\oleacc.dll","SUCCESS","IndexNumber: 0x1000000009a6c"
"15:08:48,4366098","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\oleacc.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4366331","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\oleacc.dll","SUCCESS","AllocationSize: 233 472, EndOfFile: 233 472, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4366857","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\oleacc.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4368086","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4369148","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4369390","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4369605","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","IndexNumber: 0x100000000979d"
"15:08:48,4369894","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\imm32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4370096","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","AllocationSize: 122 880, EndOfFile: 119 808, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4370711","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\imm32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4372032","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4373041","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4373305","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4373555","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS","IndexNumber: 0x100000000990c"
"15:08:48,4373849","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\msctf.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4374103","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS","AllocationSize: 831 488, EndOfFile: 828 928, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4374564","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\msctf.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4376083","GPU-Z.exe","1748","CreateFile","C:\Windows\WindowsShell.Manifest","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4376627","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\WindowsShell.Manifest","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4376890","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\WindowsShell.Manifest","SUCCESS","Attributes: RHA, ReparseTag: 0x0"
"15:08:48,4377202","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\WindowsShell.Manifest","SUCCESS","IndexNumber: 0x1000000004120"
"15:08:48,4377501","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\WindowsShell.Manifest","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4377738","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\WindowsShell.Manifest","SUCCESS","AllocationSize: 4 096, EndOfFile: 749, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:48,4378203","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\WindowsShell.Manifest","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4379537","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\oleaccrc.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4380555","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\oleaccrc.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4380827","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\oleaccrc.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4381051","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\oleaccrc.dll","SUCCESS","IndexNumber: 0x1000000009a70"
"15:08:48,4381328","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\oleaccrc.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4381573","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\oleaccrc.dll","SUCCESS","AllocationSize: 4 096, EndOfFile: 4 096, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4381982","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\oleaccrc.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4383175","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4384176","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4384431","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4384641","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","IndexNumber: 0x1000000009c8e"
"15:08:48,4384870","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4385054","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","AllocationSize: 245 760, EndOfFile: 245 760, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4385493","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4386783","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\dwmapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4387775","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\dwmapi.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4388008","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\dwmapi.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4388227","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\dwmapi.dll","SUCCESS","IndexNumber: 0x10000000096c2"
"15:08:48,4388447","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\dwmapi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4389118","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\dwmapi.dll","SUCCESS","AllocationSize: 69 632, EndOfFile: 67 072, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4389987","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\dwmapi.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4391901","GPU-Z.exe","1748","CreateFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4392379","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4392713","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4393007","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","IndexNumber: 0x100000000499c"
"15:08:48,4393275","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\Globalization\Sorting\SortDefault.nls","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4393490","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","AllocationSize: 2 945 024, EndOfFile: 2 944 004, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4393994","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4395359","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\feclient.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4396391","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\feclient.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4396641","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\feclient.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4396852","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\feclient.dll","SUCCESS","IndexNumber: 0x1000000009709"
"15:08:48,4397097","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\feclient.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4397286","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\feclient.dll","SUCCESS","AllocationSize: 36 864, EndOfFile: 35 328, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4397712","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\feclient.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4398923","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\OpenCL.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4399911","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\OpenCL.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4400192","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\OpenCL.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4400411","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\OpenCL.dll","SUCCESS","IndexNumber: 0x1000000013b44"
